（台南永康）前味火烤吃到飽 - 火烤兩吃299+10%吃爽爽!!!,1,11,38,11,3
開箱*【酷覓星＊香鬆起士糙米捲】殺手級的台灣版的泰國捲、、、,2,8,18,6,3
吃。高雄｜高醫美食正統台南肉粽「蔡台南肉粽」。,0,5,9,5,1
樓梯louti - 仁武旗艦店 仁武早午餐 學生小資族最愛的平價美味,0,6,31,32,10
【新北 板橋站美食】燒肉粽大賣場,0,7,30,12,3
IG必去必拍照必打卡的「10間台北咖啡廳」,0,0,0,0,0
【台南】皇冠假日酒店*元素Buffet自助餐廳*假日龍蝦吃到飽,0,5,17,15,4
新店美食懶人包 在地狼推薦 大坪林美食/七張美食/新店區公所/碧潭新店總站美食 2018持續更新~ 新店聚餐/新店餐廳,0,0,0,0,0
[台北松山]O.L.O CAFÉ(台北東旅飯店1樓)|舒食．咖啡．下午茶|質感工業風咖啡廳，不限時免服務費，提供免費wifi和插座(近捷運南京三民站),0,7,20,12,3
剝皮辣椒雞湯/冬天的暖身雞湯,0,0,0,0,0
【超級比一比】量販店酒價比較,0,0,0,0,0
【台北．北投】法鼓山  農禪寺~~水月道場,0,0,0,0,0
【飲食研究室】防彈飲食法 執行60天之心得及成效 51KG→47KG (下),0,0,0,0,0
