﹝食記: 劉山東牛肉麵﹞ 屹立開封街60餘年的人氣牛肉麵名店 l 台北 台北車站,2,1,4,3,0
[美食] 台北壽司郎 Sushiro之日本近500家分店的人氣平價迴轉壽司來台灣展店,2,6,6,4,3
台中-韓34韓國料理逢甲店。逢甲限定銅盤烤肉超便宜.還有各種小菜飲料白飯吃到飽.老闆根本是來做善事的阿.東西便宜又好吃。推薦!!,1,13,11,6,12
瑞穗臭豆腐┃台中小吃美食：原力行路雙十國中對面臭豆腐攤，外酥內軟湯汁四溢，湯品飲料無限供應，不管平日假日生意都很好,0,2,4,2,0
中壢｜福叁鍋物．鄰近中壢SOGO超強IG熱門活體海鮮單點鍋物/和牛/Prime牛/帝王蟹/波士頓龍蝦,1,4,5,4,5
【開封包公府的私房麵】雙連站美食 ★ 詢問度高&CP值高,0,5,4,7,4
[台中大甲]純粹綿綿冰 - 大甲新開幕綿綿冰專賣店，自家手工製冰，當季水果等食材新鮮製作，不添加色素香精，口味種類選擇多，拳頭般大的一球只賣20元而已，3球再特價50元。,4,11,8,2,3
【板橋美食懶人包】：43 間在地人必吃推薦、口袋名單 ♥ 聚餐約會、小吃、餐廳（2018.6）,0,0,0,0,0
洋蔥料理-洋蔥青蔥泡菜煎餅怎麼做!超簡易的手殘人料理!洋蔥煎餅、泡菜煎餅超簡單!,0,1,0,0,0
婚禮新人們的湖水藍夢幻小甜點-His&Hers義式布丁,1,1,8,6,2
"【台灣壽司郎】台灣一號店,日本第一迴轉壽司『台湾スシロー 台灣壽司郎』,松葉蟹握壽司必吃!捷運台北車站",2,11,1,2,8
午時水 驅邪避煞&煮茶煎藥 全都在這一味幸福裡頭!,0,0,0,0,0
2018年蝦皮拍賣折扣碼折價券分享-每日登入領蝦幣,0,0,0,0,0
台中美食|肉多多火鍋美村店加大肉盤喜歡吃肉的朋友不要錯過(附完整菜單),0,4,8,0,5
香香燒肉工坊｜豐原燒烤吃到飽新開幕，近30種肉類海鮮無限量供應，超值海陸新鮮食材隨你點，野菜、沙拉、飲料、甜點通通吃到爽！,1,14,11,5,1
[食記/嘉義]南北越南小吃│夏天開胃好涼伴‧春卷我的愛,4,4,2,1,1
【台南東區】深夜美食麻辣串串香『川囍紅湯串串鍋』三宮格鴛鴦鍋，串/盤類均一價18元，又麻又辣好過癮!,0,0,0,0,0
