title,view_count,word_count
<<嘉義東區>> 小丸煮~ 秀泰隔壁~ 冰奶茶搭配熱珍珠~ 味道驚豔~ 珍珠Q彈熱呼呼,581,499
[新竹] 大福雞排 ～厚切雞排、炸冰淇淋 ～延平店6/3有買2送1,1846,1058
[台南美食] 早安飯糰 - 早餐來吃超多配料和多種口味的超平價大飯糰,839,1633
"台北最高!46樓【饗饗 INPARADISE 吃到飽】高
空美景 101就在你身邊 ",833769,4392
【新竹關西美食】東安橋頭牛肉麵／銅板美食～飄香40年的好味道，清淡湯頭，鮮甜好喝，Q彈麵條，每款小菜滷到入味,995,881
台中美食|肉多多火鍋美村店加大肉盤喜歡吃肉的朋友不要錯過(附完整菜單),93684,3786
『台北美食』- 松山區南京東路五段．越南河內河粉 / 巷弄美食 / 食尚玩家 / 越式料理 / 越南美食 / 南京三民站 / 台北捷運,219,2900
【中山站燒肉吃到飽】馬太郎燒肉799元 戰斧豬排隨你吃 送日本第一名A5大分縣冠軍和牛 可單點,161,5130
【台中。西屯】魚吃土。手作三文治，爆餡的芋泥蛋餅跟爆漿起司花醬吐司讓人一早心情就爆好。晚上也可以吃的到喔,4901,2474
2018年蝦皮拍賣折扣碼折價券分享-每日登入領蝦幣/天天送300元購物金,0,429
"台北東區推薦最好吃的居酒屋：花彘醺創作夜食。慶生,聚餐首選",1091,5598
[食記/台中中西區]屋馬燒肉園邸店 台中燒肉首選沒有第二 高價位高品質 超級之難訂位 各時段場場爆滿,41919,3835
高雄美食｜草翠薏仁牛奶-料多實在，古早的好味道,84,593
高雄食記【MATTONI Deli Cafe 馬多尼生活餐坊】美術館豪宅中，意外讓人愛上的 櫻桃鴨胸 加拿大鴨肝 無花果油醋醬汁,301,4108
【懶人包】22:00過後還有營業宵夜文大整理(2018.04.26更新),142144,5096
高雄鹽埕▪香港發財小館,108,775
全高雄唯一一間「一燒十味 昭和園」超推！,27508,1526
[南京復興站美食] 味鼎蛋餅-雙色牽絲蛋餅太邪惡！又酥香！(附味鼎蛋餅MENU) 台北蛋餅/南京復興站早餐/台北早餐 ,1583,1312
堡彪專業美式漢堡Burger Guardian：台中中區美食-肉汁四溢的大份量美式漢堡！還可外帶進日新大戲院邊看電影邊享用！,80,2743
【台北中山美食】『Buttermilk 摩登美式餐廳』近捷運中山站/約會餐廳/聚餐/美式餐廳/美國阿嬤炸雞/原木碳烤牛排,92,4029
【台中西屯區】茶六燒肉堂朝富店~~輕井澤燒肉品牌最新力作，2+3人套餐份量十足，吃的有滿意，整體好印象不會輸屋馬喔~~,176251,7261
【台北】私藏必去的15間美好咖啡廳‧偷渡超過100間wifi、不限時、免費插座、適合念書咖啡店懶人包♥♥♥(2017/10/25更新),0,31366
【高雄美食】肉多多火鍋/肉多到吃不完/還有暴龍級特餐等你來挑戰,66922,2437
[宜蘭美食]羅東‧D調涼麵~名字低調吃起來卻完全不低調的川味麻辣涼麵/週日限定櫻花蝦炒飯,2037,1099
沖繩名護：「燒肉乃我那霸新館」日式燒肉吃到飽,1841,928
【屏東】8.9生活餐坊│北歐般簡約早午餐，嫩雞厚雙蛋燒丹麥超吸睛！《屏東早午餐》．桑尼瘦不了,0,1205
2018.05.28桃園中壢中原黑炭牛排(美食吃漢食記),1945,608
[南崁菜鳥覓食記]力鍛金~麵食店家傳功夫菜也吃的到,280,1168
《台北市信義區美食》精選29間台北101周邊美食(2018.05更新),214116,7193
台中IG｜老三良麵：全台最文青涼麵？宛如走進早午餐咖啡館，夏天有涼麵秋冬還有熱呼呼的咖哩麵、麻辣王子麵！好吃平價讓人天天都想來～,12026,5090
[桃園-中壢SOGO百貨]開飯川菜堂簡單介紹,152,1450
【台中北區】台中李記草屯麻糬｜在地20年的手作點心，堅持每天新鮮現做，擄獲不少台中人的心！,1055,2114
台中西區美食♥屋馬燒肉料亭公益店。第四次吃うまい。以後我都要訂公益店了,561129,2745
FLÜGEL STUDIO 台電大樓站 好像是用立可白寫店名的低調人氣排隊咖啡/甜點,4691,1224
【高雄美食地圖】推薦高雄必吃100間特色小吃！,819723,4989
龍潭觀光夜市  5/3 – 7/7豪氣大獎TOYOTA新車  迺夜市人人都有機會,2715,3405
✿中山站美食餐廳懶人包✫2018(5月更新)捷運中山站早午餐，下午茶，咖啡店，義式餐廳，日式餐廳，赤峰街美食持續更新中,225929,7166
【高雄鼓山】林皇宮LV森林百匯 - 氣派皇宮大啖波士頓龍蝦/天使紅蝦吃到飽,264102,5765
嗑肉石鍋 | 台中高檔和牛龍蝦火鍋 平價推薦  / 菜單,0,4149
什麼？這個年代還有198吃到飽！？新北市三峽區 北大特區 北大商場 少見的佛系店家 克拉麵,14559,930
【食記】新竹也能吃到日本超人氣天丼-金子半之助（文末抽獎禮）,205,2055
荔枝保鮮的方法,39172,1412
七十二牛肉麵.2018再訪,108,1377
[台南食記] 大韓名鍋‧韓國烤肉(崇明店)~貼心的桌邊代烤服務！雙人套餐好飽足！小菜可續！打卡送肉盤！,351,4202
【男子吃吧】(上)台北西門宵夜，20間+1隱藏版 台灣小吃美食讓你一次吃得夠。2018 西門宵夜/西門餐廳/西門小吃/ximen supper/ 시몬의 저녁 식사,220581,4521
【板橋中正路】小潘鳳梨酥/鳳凰酥(2018/10701更新MENU價格)＠濃濃奶香甜而不膩，適合中秋、過年過節必買伴手禮～(附地圖)台湾お土産,747184,3383
❤減肥❤生酮飲食吃什麼：料理（自煮食譜）,90303,11884
【高雄美食】I'm Kimchi。超長75雞SET 辣炒雞排、義大利麵、原味炸雞、海苔拌飯、脆薯 一次吃的到。高雄韓式料理。左營美食,76137,1696
[開箱] 2017網友票選7-11便利商店好吃排名TOP10,161173,8034
台北東區【大師兄銷魂麵舖-忠孝店】一個人也能享用的麻辣銷魂麵,12377,1390
《高雄美食》丹丹漢堡．漢堡炸雞配羹湯麵線．台味速食店初體驗(2018更新),7842,1788
【宜蘭壯圍鄉】 食尚玩家與愛玩客強力推薦現撈海鮮吃到飽『海世界複合式碳烤店』宜蘭壯圍美食/喜歡吃烤魚 牡蠣的朋友絕對不能錯過的店,25377,1361
台北內湖美食推薦|排隊人氣名店 湖光市場 鹹酥餅 內湖私藏美食超好吃!!! 內科美食 捷運內湖站 捷運美食,0,1276
【吉鮮365自助式石板烤肉火鍋吃到飽-屏東店】最狂！！泰國蝦吃到飽！還有鮮蚵、prime等級牛小排等多項食材任你吃！,37075,3074
桃園｜肉多多火鍋(桃園旗艦店)．暴龍級火鍋外國人必吃美食第一品牌大份量肉品/桃園藝文特區/桃園火鍋,31763,5246
"*台北車站餐廳推薦*海底撈火鍋京站店~免費美甲跟變臉秀!服務超好,菜單價位,湯頭,變臉時間分享",17631,3740
【食記】  麺屋一燈 ITTO-中山捷運站附近的濃郁拉麵~(欣欣秀泰附近 中山區美食),111,1552
。花花的生酮之路。跟著生酮飲食這樣吃，讓我48天瘦了六公斤！,0,3136
【懶人包】台南家庭聚餐精選餐廳31間。海鮮。中菜。日本料理。火鍋。異國料理。蔬食。吃到飽。鐵板燒。(2018.5.7更新),94933,6534
台中 西屯區。小六鍋貼-台中鍋貼界霸主|鍋貼|酸辣湯|華美西街新址|食尚玩家推薦,8554,996
海世界複合式碳烤 宜蘭吃到飽 海鮮牡蠣蝦子任你吃,231195,3519
追憶似水年華｜薄荷夜 Peppermint Night Cafe,94,2331
[芙食記]高雄三多 逐鹿日式炭火燒肉(三多店),278274,2682
【台北 中山】教父牛排 Danny's Steakhouse～頂級牛排饗宴,13843,1378
隱藏版9宮格披薩每日限量/士林劍潭披薩『愛披薩 ipizza』超療癒巧克力香蕉棉花糖披薩/捷運劍潭站,16212,2267
嘉義美食-FeiFei小餐館 老屋丨貓咪丨簡餐丨烘培 充滿個性質感的巷弄小店,1232,3082
【台北】日式鍋物吃到飽『涮乃葉syabu-yo』~豐盛食材/特選肉片美味一次嚐遍！,69531,6364
甘釜京韓日燒肉料理專門店-蘆洲站超狂滿桌燒烤.獨家喝的生干貝.會員價超划算(菜單menu),93,3285
【台中。南屯】食尚玩家推薦。五花肉 . KR mini韓國烤肉B B Q台中店。吃到飽Ｂ餐。首爾來台-正宗韓式燒烤。台中吃到飽餐廳,0,2301
[食記/彰化] 伸港牛排店新選擇，新台灣牛排館(好吃+CP值不錯),13716,1148
火鍋界A咖聚集桃園@大漠紅頂級蒙古鍋吃到飽-桃園區,147234,3977
[日常外食]嘉義市  阿伯雞蛋麵．平價,4427,417
（新莊美食）涮來涮去精緻の鍋 加大份量的肉肉鍋 高貴不貴 少見的水信玄餅 近臺北醫院,501,1879
【台東 美食】台東必吃老店│ 台東人推薦的在地小吃整理 2017/11/21更新,398817,4702
大高雄美食玩樂地圖嚴選─左營、三民、苓雅、新興、鼓山、前鎮、楠梓 【2018/3/29更新】,1531240,43926
新竹美食特輯▶新竹12間必吃早餐店！（2017.5.17更新）,308351,267
【新莊美食推薦】H&D 客家小館。質感綠色植栽 玻璃屋森林餐廳。療癒系客家料理。吃熱炒也可以很文青(文末有完整菜單),5739,3058
2018 旅遊景點懶人包最強篇 【台中一日遊景點推薦建議行程】 台中兩日遊 租機車行程 16條最強路線讓你玩透透！.美食美景住宿全攻略,286454,3254
{不健康}酒吧經典/常見調酒介紹 +象徵或含意  ,271019,6917
2018/4/6-9環島行~<嘉義>生意很好的「小間食堂」，想吃要趁早！,24751,1628
"【台北捷運美食】【奇岩站美食】巨無霸料理.超大碗公什錦麵,張吳記什錦麵",1608,2701
﹝新北市新莊食記﹞孫東寶牛排（新莊復興店）　傳承四十載，滋滋作響台式平價牛排鼻祖，100%原肉主義的嶄新風貌　／夜市牛排／新莊平價牛排／新莊美食列表,23627,3009
【台北美食】R.mosu沐蔬輕食尚 ~ 新開的店/雙連蔬食早午餐❤️美味零負擔/輕食/義大利麵 - 捷運雙連站,50,1456
【高雄鳳山】人氣連鎖早餐店『早安公雞農場晨食-中山東店』香Q酥脆的蛋餅、超大塊雞腿排老麵堡，食材營養好滿足!,594,1214
*台北吃到飽*豐FOOD海陸百匯，超過200道菜色無限供應，必吃椒鹽天使蝦!,123659,3516
【美食】桂格全天然超級穀珍，止飢的無糖營養選擇,267,1713
171121{嘉義美食}獨步嘉義芋香起司蛋餅~ㄚ桂早午餐~精心研發的早午餐好滋味!,733,2262
【宜蘭⋈美食】鮮甜湯頭讓你不停續碗  暖心暖胃的「江戶駅田樂」關東煮,600,1470
【台北。東區】● 樂軒和牛專門店 ● 一次嚐遍一頭牛的精華美味！,39451,4717
北海道札幌美食-[十勝豚丼いっぴん] 札幌車站樓上排隊美食，熱門好評平價大份量，帶廣名物豚丼專賣店,298,1484
彰化聚餐餐廳 九犇日式燒肉 好吃的雙人燒烤套餐 3Y8M5D,663,2512
2018曼谷海鮮燒烤吃到飽大比拼！,26982,1742
【微風南京館美食】名人會自助美食百匯buffet南京店~新開幕！5月底前2人以上9折、4人同行1人免費！港點/日式壽司生魚片/牛肉湯/鴨肉壽司/海鮮/啤酒~台北美食餐廳推薦,4202,4901
【台中 豐原】新店開幕，日式風格建築、燒肉吃到飽、服務好、肉類跟海鮮多種選擇『燒肉眾』(內含菜單價位,0,2239
◊ 新開店 喧囂城市中的一處秘境 反璞歸真在家吃飯的美好 ➩ 在家好食-Ma Famille 新埔站美食 致理科技大學,710,2954
高雄苓雅區鄧記家常牛肉麵在地30年眷村好味道,30464,856
2018逢甲夜市必吃美食懶人包，推薦小吃飲料餐廳玩樂總整理攻略,62450,7909
【國父紀念館】★蘇阿姨比薩屋★有著滿滿牽絲起司的人氣披薩，厚皮份量超有飽足感｜東區美食 義式料理 人氣美食 硬骨魚覓食中,149547,2928
【情報】2018年01月 壽星生日優惠,0,5093
日本嚴選美食團～五月新品愛Ｄ菇萬用醋鰹魚醬油松山豆皮萬用辣油,1891,3023
【新北林口美食】晴光秀嬤赤肉羹：多年不變的好味道，古早味肉羹麵推薦；台灣經典小吃好滋味，還有魯肉飯與多樣小菜,886,1526
【新北】沈家涼麵。汐止涼麵界的一哥，常常賣到提早打烊的人氣涼麵！ /汐止涼麵推薦/汐止美食小吃推薦,41,3878
金門油條│早餐界最強配角！就是什麼都要配油條，金黃外酥內軟在地味，想吃手腳要快,347,877
"《高雄鼓山》布丁也能這樣吃!加料加醬、鹹的甜的都有-4""四英吋Four Inch布丁專賣店",261,1601
[食記。台北]王朝 SUNNY Buffet。推現切肉與甜點幕斯。,3625,7862
饗家2018/05/30週三菜單 訂購系統使用方法請參考訂餐須知（在我要訂餐的目錄）,213,2187
潔西麻的美食日記─【台北/中正區】觀光客來台必吃的傳統古早味早餐-->阜杭豆漿,18654,3063
[食記] 高雄 - 央宗米線,21654,1181
【食記︱肉sandwich】桃園最新必吃早餐！媲美「豐盛號炭烤三明治」的客製化熱壓三明治︱桃園中壢,19950,2651
【台中北區】惡魔平民美食雞蛋糕，多種口味一次滿足，位在一中街的益民商圈內ＩＧ熱門地標 || 又見。雞蛋糕,171,1046
☞【高雄 鳳山】6吋盤早午餐 大東店～鳳山推薦早午餐，大東藝術中心附近！！,267,2612
【推薦吃到飽】Mo-Mo-Paradise Neo19牧場．壽喜燒。咖哩鍋∣肉菜爭鋒~超狂∣全新改裝登場,0,4433
[火鍋] 台北‧信義‧海底撈火鍋台灣一號店‧ATT 4 FUN‧捷運世貿101站‧,1263253,5152
【台灣美食】CNN推薦報導，台灣必吃的40道美食小吃，沒吃過等於沒來過！,111816,8635
信義區美食-Thaï.J 夢幻花園餐酒館ATT店.IG打卡熱門點.絕美景觀花園,31,2074
●嘉義食記●好客燒烤/嘉義秀泰店/吃到飽推薦/超高cp值/嘉義燒肉/聚餐飽足好去處,23174,3687
【江太日式盒餐】充滿職人魂的平價日式便當！台北市各區皆可外送**（適用個人用餐，商務會議，迎賓會議，野餐聚會）,18277,2240
福岡鍋物｜台中西區平價火鍋吃到飽:白飯、王子麵副食吃到飽/點心、飲料無限暢飲/高CP值晚餐&宵夜/還有商業午餐/推薦給大胃王與學生用餐,5521,2184
【食】【台北】麵屋 一燈．海外初出店、台灣一號店，要吃東京拉麵之王不用去日本了!,166790,3130
【食記】台中•海底撈3號店（台中大遠百店）,28,847
"老虎堂台北站前店,Tigersugar老虎堂,北車南陽街,IG爆紅,北車手搖店,北車飲料＠瑪姬幸福過日子",5686,2681
【台中】JAI 宅(附菜單) 一中街潮店 網美必訪的 IG 熱門打卡餐廳,39003,2809
(台北) 約會旅遊景點.捷運線(一日遊、二日遊),504437,11556
[邀稿 • 台北美食] 夏慕尼新香榭鐵板燒 | 期間限定1314情人套餐。可可鴨胸 X 鯷魚奶油菲力,118,3974
【新北市板橋/美食】霸氣海鮮盤直接駛上桌，就是要你膽固醇直接飆高！和牛超厚，一片抵二片，好吃到你不要不要的！崔官木桶鍋,34372,2680
台北 /內湖葫洲站 洋夫人牛排 吃的不是牛排 ,61,960
台北東區燒烤吃到飽→燒肉殿~頂級現切牛肉MIX超澎湃的海鮮大餐，啤酒無限暢飲！,116687,4036
台灣旅行住宿║台北士林捷運站 Greatt Hotel 吉泰旅店 2018 全新開幕 地點位置好到爆炸 近士林夜市/士林官邸/兒童新樂園 ❤跟著Livia享受人生❤,169,3394
【板橋。江子翠站美食】太和豆漿 巨無霸無敵海景饅頭蛋、蔥蛋包燒餅|隱藏版創意中式早餐|民治街早餐|附菜單MENU,42651,4805
【台南】國華街小吃大彙集 Top10推薦 多數人都說必吃,245265,3733
[台北] 市政府，新光A11欣葉日式料理吃到飽，食材非常精緻，東西豐富而且非常新鮮,1178,2898
【永和頂溪手搖飲】新開幕-KEBUKE可不可熟成紅茶ll超濃郁醇厚紅茶!!(菜單Menu及電話),0,3021
【欣葉日本料理(中山店)】日式料理吃到飽(晚餐) ★ 如果有時間還是吃下午茶就好,62680,5163
【林口美食懶人包】113家林口美食、桃園龜山美食~(持續更新),80666,15410
2018-桃園海寶城複合式碳烤吃到飽-不用跑宜蘭就能吃到現流魚貨燒烤喔!,30913,3961
【美食】台中西屯。茶六燒肉堂(朝富店) - 輕井澤旗下人氣燒肉，相見恨晚,17174,2116
基隆廟口夜市。必吃美食攻略19家懶人包,515337,4308
阜杭豆漿~~台北超人氣中式早餐店．招牌燒餅讓人一吃就上癮(捷運善導寺站),219337,1008
當東方的香港，遇上了西方的工業，會有怎樣的火花？ 隱於路旁的道地港味兒，吃得出功夫的私房菜～周記港食。,1240,3703
韓國釜山。食 | 機張市場 螃蟹愛好者的天堂 ♥︎ 便宜味美又多汁之挑蟹不專業殺價經驗談,0,2562
[台北車站] 奧蘿茉咖啡Oromo Cafe：不限時、免費Wifi插座，美好風格咖啡北車找的到！！,278291,5050
台南北區 十三小館,570,655
內文長文章示範,0,4655
〈食記〉→起家雞Cheogajip│超人氣韓式炸雞專賣店│韓國道地老字號│捷運國父紀念館美食│排隊人潮爆滿│東區韓式料理餐廳〈大安區〉,34825,2945
【美食】高雄12間超人氣親子餐廳懶人包：分區介紹，爸爸媽媽出遊必讀！ ,128362,2814
★P＆K★宜蘭-壯圍◎海世界複合式碳烤-誇張飽滿牡蠣、新鮮海鮮吃到飽，自助火烤兩吃猛猛der│火烤兩吃│食記分享,6891,2371
【台中食記】東區『 虎丼 日式丼飯專売-秀泰店 』~ 日式丼飯推薦，一碗入魂，新鮮又平價,3940,3469
六吋盤早午餐-雙重主食現拼盤 隱藏濃湯幸福感,9722,4546
食記｜Big Pier 大碼頭美式手抓海鮮餐廳，啤酒龍蝦大桶海鮮，盡情享受手抓美食的樂趣,10341,1577
各種肉類100g熱量表,25631,5020
【高雄罕見】用熬煮代替現煮的雞湯專賣店 女孩兒生理期最適合  城裡的小月光 單身雞湯,2242,2545
【台南市-中西區】盛田魯味  魯味界裡慈悲的王者,25,895
【台中中區】汕頭牛肉劉沙茶爐~近台中火車站的在地巷弄美食,204,1867
[屏東美食] 吉鮮365自助石板烤肉火鍋,81213,2007
【食記】高雄　輕井澤鍋物博愛店~*是飯店還是火鍋店?!,152247,1949
AK House 曼谷自由行【泰好吃】建興酒家（Somboon seafood）~~咖哩螃蟹之總店最好吃,36501,1978
「饗饗 INPARADISE」台北信義區46樓吃到飽景觀餐廳 享受美食欣賞101夜景,28219,7128
The Shrimp Daddy 蝦老爹美食海鮮/帝王蟹VS波士頓龍蝦/蘋果日報X壹周刊X食尚玩家/國父紀念館美食/東區美食/菜單(捷運國父紀念館),138310,12969
食記＠高雄市鳳山區。一鴨三吃!!! 鴨寮街 烤鴨點心坊［20180226］,18976,2065
【板橋早午餐特集】今天早餐想吃什麼？來板橋就對了＿精選收錄33家板橋早午餐＿愛吃早餐的你必收藏的懶人包(2018/01/11更新),104925,22519
捷運士林站美食/士林打卡主題餐廳【便所主題餐廳-台北士林店】馬桶/浴缸/洗臉台裝火鍋、燉飯、義大利麵、冰品~竟然還有超逼真便便(屎)鬆餅。視覺驚嚇度100%~創意甜點與餐點(食記+MENU),129,5236
開箱。俏妃糖(俏魔女)膳食素讓我不挨餓~覺得不錯才敢推薦​​,17400,1110
淡水美食推薦。淡水必吃攻略|小吃|景觀餐廳|西式料理|中式|美式|義大利麵|一日遊|行程,675807,7637
『食記』吉鮮石板烤肉火鍋泰國蝦吃到飽((高雄自由店已盤讓)),0,2983
台北中山區/麵屋輝/捷運松江南京站/來自大阪的日式沾麵 濃郁拉麵 好吃叉燒飯,16380,2042
『高雄。秘町無煙炭火燒肉』～美術館店／各種價位吃到飽／CP值超高／壽星79折,0,2274
【桃園蘆竹南崁早午餐推薦】美味幸福拼盤/義大利麵 Mr.里歐歐式早餐,198,1440
台中火鍋推薦▶輕井澤鍋物(公益店)。火鍋套餐附白飯、雞蛋、蔬菜盤、主菜、紅茶、冰沙，午間限定4種火鍋只要$168!!!不收10%服務費!!!,151392,2882
[新竹] 鐵燒餃子，鑄鐵鍋日式煎餃！ 菜單 蛋捲 炒麵,519,2514
GR2日誌---施福建好吃雞肉：耐吃的台灣味！,1675,733
【中壢】樹太郎~~平價排隊美食,31839,2671
【台中西屯美食】嘿 小麵|柔麻辛香、酸甜舒口，四川擔擔麵好開胃，孜然烤餅香酥迷人，再伴檸檬香茅蒟蒻，暑氣全消！,703,1840
[食記] 台北 - 漢來海港自助餐廳(SOGO敦化店) ~ 美味、CP值高的下午茶,283591,3458
來台東，晚餐要吃些什麼？（台東市區篇）,48420,6954
台中必吃！屋馬燒肉中港店 給我好吃的肉肉肉肉!! 從台北殺下去一趟果然值得~,72273,2059
【新店美食】建國市場隱藏版平價小吃：十年老店手作傳統美食《肉圓眞》清蒸肉圓，肉圓配炒辣蘿蔔美味真是妙，來碗湯吃顆爆漿福州丸夠滿足♥,23176,3389
台北敦化店 漢來海港城～人滿為患的自助吃到飽美食,13858,1966
[台南美食]在地人都愛的美食，隱藏餐廳讓你怎麼吃都吃不完，超過60間府城美食懶人包，小吃/餐廳/早午餐/冰品/下午茶/甜點...通通不藏私推薦給您~(持續更新2018/04/25),637297,20837
【中山 松江南京】樂口福 LoCo Food ➤ (2018.01.19 更新內含套餐價目)台北排隊美食 ~ 網路上評價兩極 ~其實只要注意幾個重點就能享受美好的早午餐喔!,56194,3785
【台北市】吃到飽的天堂【饗食天堂】 ,242491,3754
超級爆漿之 2018高雄大樹玉荷包--粒粒飽粒粒爆,45004,2713
。台中北區。山鯨燒肉 免費和服體驗,309,2416
【台南】皇冠假日酒店*元素Buffet自助餐廳*假日龍蝦吃到飽,98340,2062
【旅遊】奧捷必買。告訴你哪裡買哪裡最便宜。快筆記筆記&#128221;,15464,5492
◎【台北六福萬怡酒店<敘日 全日餐廳>2018食尚Buffet月】超多客製化的現做餐檯，吃到飽+位上主餐，大胃王也吃不完一輪啊！,8975,7377
[統一超商7-11咖啡價目表]CITY CAFÉ咖啡因熱量容量,232420,1191
[食記] 國父紀念館站美食✬大大滿足的加州美式海鮮☺ The Shrimp Daddy 蝦老爹美食海鮮,493880,2688
【桃園市】Mr.May義式百匯吃到飽 假日低消只要399+10% 多樣披薩與水果任你吃(二訪心得),14706,2061
[Food] 不專業超推高雄巨蛋周邊---愛食鍋麻辣鴛鴦鍋讚讚！,3279,3263
【桃園中壢】MOFA魔法氛子☞平均不到百元的平價甜點在中原!超美星空鏡面蛋糕讓你吃掉全宇宙/中原夜市.中原大學甜點,0,5084
[台南/中西區]逐鹿炭火燒肉 武林英雄系列燒肉店,76547,1823
[高雄美食] 高雄吃到飽餐廳懶人包-不斷定期更新/高雄吃到飽推薦/湯姆仕吃到飽推薦,66352,5812
《高雄美食》好好鍋 優質大盤肉❤現點現切大盤肉~平價消費，霸氣享受！！,91917,1290
<台中>夜景餐廳超推薦的不夜天景觀餐廳~夕陽夜景一次收齊,46321,3506
[美食] 台北 Woosa 屋莎鬆餅屋京站店之空氣感的舒芙蕾鬆餅(另有鹹食) (台北車站),79491,3013
吃對食物，你的脂肪可以愈吃愈減少！,148756,5403
[東區] 悅嵐鐵板燒~大叔私心推薦,771,1193
【桃園大園區】☼台灣農家菜☼全台最大蒸籠宴．給你滿滿的海鮮大平台．機場捷運大園站美食．家庭團體聚會首選．宮廷裝cosplay．台灣第一等/王少偉,453073,4950
「台中大里拉麵」頑者炙燒拉麵大里店-隱藏版限量泡菜鮮蝦拉麵，大里深夜拉麵推薦，炙燒豚骨拉麵，肉多味美鮮嫩好吃，台中消夜必吃。深夜拉麵、炙燒拉麵、台中拉麵、台中美食、台中推薦,18133,2582
❥[食記][高雄左營] 藏壽司くら寿司--平價扭蛋壽司好吃又好玩,9747,2063
【2018】『精選豐原小巷隱藏美食』低調小店的秘藏美味｜豐原人祕密基地｜早午晚餐、下午茶、甜點推薦(2018/05/27更新),21115,5062
中和環球美食｜Aries Pasta義大利麵.適合女孩們的窩沙發分享空間,0,2223
Costco好市多必買/購物清單｜2018年最新分享！集結網路上所有推薦！一舉攻下。感謝各大網友們。,9255,2668
2017食記★台南_七輪燒肉．平日晚餐499+10%吃到飽，安格斯牛肉，肉類選擇性蠻多的(台南總店)★★聖堤亞冰淇淋,29002,427
(台灣鳳梨酥開箱)谷阿莫鳳梨酥~真材實料大顆美味~逢年過節出國伴手禮推薦,0,2439
